token	corpus_slbl_historique	corpus_discours
甘州	1	0
科莱	1	0
转相	1	0
青	1	0
多少	1	0
途径	1	0
最初	1	0
Coinage	1	0
转手	1	0
1912	1	0
其次	1	0
两千年	1	0
七万	1	0
种	1	0
达摩	1	0
乐器	1	0
临安	1	0
Kaobu	1	0
尽满	1	0
竹杖	1	0
时来	1	0
1997	1	0
优秀	1	0
暂定	1	0
黄支国	1	0
因非	1	0
兵不至	1	0
386	1	0
而成	1	0
足以	1	0
可资	1	0
婆国	1	0
改途	1	0
王罗哲儿	1	0
使人	1	0
统统	1	0
147	1	0
脐眼	1	0
镇以	1	0
杭明	1	0
人之北	1	0
番	1	0
曾迁	1	0
身着	1	0
港古	1	0
求援	1	0
三江	1	0
强盗	1	0
新罗	1	0
人数	1	0
偷偷	1	0
2001	1	0
否认	1	0
雅尔	1	0
绳索	1	0
重大事件	1	0
余人	1	0
琐	1	0
三宝	1	0
策动	1	0
出版社	1	0
212	1	0
惟一	1	0
冲击	1	0
占卑	1	0
1958	1	0
契普腊姆	1	0
北方地区	1	0
丰功伟绩	1	0
位者	1	0
欲远	1	0
而弱	1	0
fu	1	0
修好	1	0
答	1	0
米左右	1	0
圣灵	1	0
多有汉	1	0
前向	1	0
ROADS	1	0
状	1	0
雅可波	1	0
Greece	1	0
富于	1	0
今坎贝湾	1	0
两艘	1	0
圣地	1	0
战国时代	1	0
筒瓦	1	0
之食	1	0
中土	1	0
已具	1	0
patta	1	0
提淘壶	1	0
超级	1	0
刺文	1	0
反叛	1	0
修复	1	0
行路	1	0
阙	1	0
由来已久	1	0
抱	1	0
熹	1	0
Samarkandto	1	0
Barbarikon	1	0
宁波府	1	0
亲朋好友	1	0
互证	1	0
多少年来	1	0
趁	1	0
路途	1	0
缝制	1	0
下属	1	0
生养	1	0
斯托芬	1	0
九年	1	0
明显增加	1	0
绕开	1	0
迪石	1	0
药品	1	0
天后宫	1	0
一是	1	0
孔道	1	0
东汉时代	1	0
普林尼	1	0
就是指	1	0
8.2	1	0
归国	1	0
草庵	1	0
杜钦	1	0
自设	1	0
越州	1	0
大受打击	1	0
王使	1	0
起可分	1	0
夏天	1	0
指南针	1	0
炳灵	1	0
水银	1	0
日多	1	0
等同于	1	0
任命	1	0
令人惊叹	1	0
课以重税	1	0
博士	1	0
佚名	1	0
异物	1	0
Plutarch	1	0
orpiment	1	0
千八百	1	0
塔利班	1	0
一亿	1	0
招宝待郎	1	0
观星	1	0
归附	1	0
教授	1	0
AD	1	0
双层	1	0
冕	1	0
看得见	1	0
顺	1	0
但终	1	0
顺逆	1	0
加反	1	0
极	1	0
希	1	0
From	1	0
H	1	0
各家	1	0
必经之路	1	0
Rev	1	0
右手	1	0
独木舟	1	0
局志	1	0
今拘弥	1	0
滘	1	0
高凉	1	0
出去	1	0
精神风貌	1	0
劳之时	1	0
ω	1	0
分南	1	0
玉蚕	1	0
迄今	1	0
东濒	1	0
古无轻	1	0
张骞所	1	0
列岛	1	0
毛织品	1	0
银币	1	0
仕尾岭	1	0
幼虫	1	0
任何	1	0
蚕织	1	0
东点	1	0
爱争	1	0
以逸待劳	1	0
书画	1	0
如东	1	0
之子班勇	1	0
亚历山大港	1	0
称谓	1	0
建于	1	0
山镇	1	0
航程	1	0
索格狄	1	0
莽平	1	0
含有	1	0
西达	1	0
wiki	1	0
残长	1	0
愿得生	1	0
海幢	1	0
三面	1	0
肋骨	1	0
耐旱	1	0
而定	1	0
宾贵霜	1	0
之钱	1	0
无法控制	1	0
此志	1	0
自西来	1	0
侄儿	1	0
有金	1	0
尝试	1	0
立阴末	1	0
Lexington	1	0
写道	1	0
第四代	1	0
墓地	1	0
戴上	1	0
之丹	1	0
建筑物	1	0
其四	1	0
250	1	0
Minnagar	1	0
精品	1	0
养蚕织	1	0
通身	1	0
作者简介	1	0
Palava	1	0
杀死	1	0
人先	1	0
重九	1	0
帕拉瓦	1	0
广远	1	0
象形文字	1	0
Amelie	1	0
可证	1	0
罗盘	1	0
数万家	1	0
专供	1	0
值得注意	1	0
田石间	1	0
内患	1	0
夜梦金人	1	0
同为	1	0
Duckworth	1	0
移	1	0
上半叶	1	0
不符	1	0
蒲陶	1	0
精	1	0
第四阶段	1	0
中央政府	1	0
一至	1	0
赵国	1	0
坟茔	1	0
库木吐	1	0
两束	1	0
此道者	1	0
共治者	1	0
出海口	1	0
远行	1	0
角逐	1	0
本名	1	0
Clarendon	1	0
王忠	1	0
方向性	1	0
1087	1	0
子	1	0
至塞	1	0
曲目	1	0
开端	1	0
错位	1	0
物则	1	0
可产	1	0
宋为	1	0
大翼	1	0
真实情况	1	0
观点	1	0
运达	1	0
绝域	1	0
光孝	1	0
69	1	0
临允	1	0
专制	1	0
谢弗	1	0
序幕	1	0
难有	1	0
会宁	1	0
七宝	1	0
不论是	1	0
陷入	1	0
应运而生	1	0
所作	1	0
波及	1	0
有刻	1	0
不想	1	0
三十一年	1	0
远胜	1	0
王治去	1	0
无此	1	0
为证	1	0
镌	1	0
忽	1	0
即便	1	0
雕版	1	0
品	1	0
纷争	1	0
136	1	0
人之口	1	0
卜	1	0
单靠	1	0
较完整	1	0
利亚	1	0
唯求	1	0
人工	1	0
托姆	1	0
莱	1	0
树林	1	0
宫室	1	0
杭缎	1	0
五年	1	0
拍摄	1	0
宽阔	1	0
县境	1	0
1869	1	0
奈良县	1	0
石山	1	0
名曰	1	0
近日	1	0
交河	1	0
三地	1	0
伊存	1	0
历久不衰	1	0
束缚	1	0
龟	1	0
称其为	1	0
闽书	1	0
赵德	1	0
高门大户	1	0
佛逝	1	0
Marc	1	0
新加坡	1	0
素绢	1	0
飞跃发展	1	0
Kaofu	1	0
从属关系	1	0
私印	1	0
仅存	1	0
大字	1	0
征伐	1	0
剽杀	1	0
180	1	0
三段	1	0
不连贯	1	0
庵	1	0
灿烂	1	0
走通	1	0
二十六年	1	0
羊毛	1	0
半世纪	1	0
错失	1	0
最多	1	0
丈夫	1	0
处立	1	0
王有	1	0
按	1	0
两端	1	0
罗纱	1	0
各种类型	1	0
自来	1	0
印刷	1	0
虽未	1	0
以北	1	0
那巴提	1	0
人时	1	0
奉献给	1	0
可信	1	0
大城	1	0
唐时	1	0
曲折	1	0
之佛统	1	0
缘	1	0
萨麻拉	1	0
无非	1	0
琼州	1	0
积极进取	1	0
1580	1	0
无功而返	1	0
达百	1	0
光泽	1	0
σ	1	0
84	1	0
九日山	1	0
关隘	1	0
直	1	0
白灰	1	0
旁	1	0
皮毛	1	0
73	1	0
矿石	1	0
逐站	1	0
9.15	1	0
沿著	1	0
大宗	1	0
杀生	1	0
乘机	1	0
321	1	0
随	1	0
丝帛	1	0
孟买	1	0
汗血	1	0
始	1	0
慑	1	0
特性	1	0
持矛	1	0
12000	1	0
景教	1	0
人巷	1	0
以汉为	1	0
缺水	1	0
早些	1	0
杀辱汉	1	0
金矿	1	0
逐步推进	1	0
历史事实	1	0
剌	1	0
须	1	0
梁	1	0
接壤	1	0
Prophthasia	1	0
露积	1	0
个别	1	0
退却	1	0
瓜州	1	0
人名	1	0
利害关系	1	0
之感	1	0
浮图	1	0
古迹	1	0
香药	1	0
该传	1	0
530	1	0
人俱来	1	0
雄威	1	0
偏安一隅	1	0
frankincense	1	0
85	1	0
当今	1	0
劳之子	1	0
未有	1	0
1957	1	0
赞不绝口	1	0
打前站	1	0
一人	1	0
绳纹	1	0
紧接	1	0
遮掩	1	0
富饶	1	0
向汉	1	0
北仑河	1	0
Pathians	1	0
想像	1	0
周斌	1	0
就让	1	0
总会	1	0
斯帕	1	0
相取	1	0
以取	1	0
Susan	1	0
自由自在	1	0
加其上	1	0
1575	1	0
果然	1	0
所指	1	0
官府	1	0
顺便	1	0
Flames	1	0
八口	1	0
低地	1	0
文景之治	1	0
霍克	1	0
当指	1	0
缯	1	0
艰深	1	0
所求	1	0
悠远	1	0
皮洛斯	1	0
放浪	1	0
不变	1	0
Gate	1	0
不胜枚举	1	0
三层	1	0
强得	1	0
Ven	1	0
火罗人	1	0
阿里	1	0
临水	1	0
昆明池	1	0
江	1	0
木	1	0
四贤	1	0
誉为	1	0
劝退	1	0
azes	1	0
Oct	1	0
Chola	1	0
夸大	1	0
古时候	1	0
高冕	1	0
分散	1	0
西欧国家	1	0
宾所能	1	0
犁轩	1	0
强权	1	0
求仙	1	0
牲畜	1	0
Later	1	0
失	1	0
德黑兰	1	0
织品	1	0
腹部	1	0
帕尔米	1	0
立国	1	0
木材	1	0
ii	1	0
一笔	1	0
吴凯	1	0
腊跋	1	0
小麦	1	0
不易	1	0
指令	1	0
筑野市	1	0
西式	1	0
一贤	1	0
艳	1	0
攻	1	0
521	1	0
王欲	1	0
人到	1	0
鉴于	1	0
106	1	0
抱以	1	0
概念	1	0
无可替代	1	0
发明	1	0
今为	1	0
瑞典	1	0
已贵	1	0
接着	1	0
极端	1	0
光孝寺	1	0
Kophene	1	0
犍为	1	0
宫殿	1	0
成熟	1	0
船内出	1	0
自日	1	0
未说明	1	0
红花	1	0
859	1	0
忠于	1	0
贵霜史	1	0
星宿	1	0
山墓	1	0
几十人	1	0
轻薄	1	0
材质	1	0
1225	1	0
疑为	1	0
北京出版社	1	0
Lanka	1	0
字句	1	0
接手	1	0
词源	1	0
下降	1	0
应有尽有	1	0
璀璨	1	0
晋人	1	0
远嫁	1	0
入京	1	0
靖远	1	0
silver	1	0
卒	1	0
飞龙	1	0
可点	1	0
而俱以	1	0
盘踞	1	0
左端	1	0
桓帝延	1	0
剧作家	1	0
开罗	1	0
饮食	1	0
萌芽	1	0
部将	1	0
阔户效	1	0
附比	1	0
横跨	1	0
西两织室	1	0
wikipedia	1	0
三贤	1	0
几百件	1	0
父	1	0
已近	1	0
象征	1	0
充溢	1	0
204	1	0
太斯	1	0
回文	1	0
内容提要	1	0
鲨鱼	1	0
盛产	1	0
相	1	0
左	1	0
千里	1	0
音直	1	0
所记	1	0
元佑	1	0
彭亨	1	0
斯	1	0
Sadashkana	1	0
至会稽	1	0
相承	1	0
不可避免	1	0
进军	1	0
竭力	1	0
时尚	1	0
山口	1	0
四明	1	0
若急	1	0
酷爱	1	0
归葬	1	0
合	1	0
稽市	1	0
翔实	1	0
乐都	1	0
珠江口	1	0
菩提	1	0
全国性	1	0
现属	1	0
一击	1	0
海禁	1	0
3170	1	0
Portraits	1	0
直航	1	0
饲叶	1	0
395	1	0
扑	1	0
方砖	1	0
有限	1	0
瓦尔	1	0
其地	1	0
230	1	0
两面	1	0
不必	1	0
171	1	0
克利	1	0
Erythraean	1	0
得益于	1	0
之称	1	0
钉子	1	0
头盔	1	0
第二位	1	0
说者	1	0
真里	1	0
海湾	1	0
linens	1	0
K	1	0
精神可嘉	1	0
进发	1	0
概括	1	0
十	1	0
Kophes	1	0
322	1	0
一侧	1	0
共和国	1	0
女工	1	0
悬绳	1	0
台湾海峡	1	0
进献	1	0
坐镇	1	0
出兵	1	0
随从	1	0
散岛	1	0
Sakas	1	0
不远	1	0
六榕	1	0
阿拉伯地区	1	0
绝对	1	0
八十八	1	0
裔	1	0
长春	1	0
界	1	0
某些	1	0
answers	1	0
skins	1	0
旗袍	1	0
制	1	0
1428	1	0
卢文木牍	1	0
神	1	0
有史以来	1	0
305	1	0
少量	1	0
易以	1	0
杂志	1	0
宣示	1	0
平均	1	0
路可通	1	0
九千	1	0
Empire	1	0
想要	1	0
Travel	1	0
丘陵	1	0
领取	1	0
Parthians	1	0
纪录	1	0
中郎将	1	0
不正	1	0
蓄养	1	0
Kushans	1	0
王治乌	1	0
再通	1	0
出其	1	0
究竟	1	0
接下来	1	0
cloth	1	0
武丁	1	0
传话	1	0
轻柔	1	0
象	1	0
罗马城	1	0
犀	1	0
二体	1	0
风吹	1	0
1280	1	0
418	1	0
帆船	1	0
极盛	1	0
造反	1	0
弃别	1	0
迅风	1	0
下文	1	0
余	1	0
尼一世	1	0
Rann	1	0
人物形象	1	0
日南	1	0
二者之间	1	0
轻软	1	0
环王	1	0
作画	1	0
经此	1	0
湖	1	0
vessels	1	0
Bieber	1	0
贴花	1	0
疏	1	0
古地图	1	0
丝绸业	1	0
苍梧	1	0
北边	1	0
外侵	1	0
可飞	1	0
五月	1	0
结盟	1	0
该地	1	0
关键人物	1	0
尚统	1	0
雕成	1	0
刘从效	1	0
宣告	1	0
女帕姆	1	0
前要	1	0
宾人	1	0
支线	1	0
配合	1	0
时才	1	0
不难想像	1	0
XV	1	0
始得	1	0
南亚次大陆	1	0
章帝建	1	0
几经反复	1	0
狗	1	0
泉舶	1	0
topic	1	0
自东往	1	0
Sherwin	1	0
三世	1	0
等到	1	0
同胞	1	0
蚕纹	1	0
Gaobu	1	0
积	1	0
万岁	1	0
九真	1	0
Res	1	0
防腐	1	0
7000	1	0
单于	1	0
纱绫	1	0
修	1	0
游记	1	0
2007	1	0
凉州	1	0
known	1	0
梵语	1	0
第三类	1	0
1127	1	0
临夏	1	0
阿尔泰山	1	0
24.2	1	0
马六甲海峡	1	0
疑问	1	0
西胡考	1	0
Chera	1	0
山泽	1	0
暗花	1	0
懸度	1	0
遗教	1	0
Sogdiana	1	0
遗骸	1	0
何种	1	0
sweet	1	0
辑	1	0
Fendinand	1	0
Kleopatra	1	0
最新	1	0
约合	1	0
姆斯	1	0
唐开元	1	0
地基	1	0
倾向	1	0
柯	1	0
之意	1	0
四海	1	0
讹传	1	0
遍	1	0
浪潮	1	0
元老院	1	0
腐朽	1	0
University	1	0
不衰	1	0
帛	1	0
Euthydemus	1	0
众所周知	1	0
契丹	1	0
Study	1	0
富国	1	0
适逢	1	0
李邻德	1	0
打下	1	0
室利	1	0
归因于	1	0
琶	1	0
爱好者	1	0
爱琴海	1	0
二千年	1	0
术	1	0
墓旁	1	0
改明	1	0
虫	1	0
促成	1	0
触摸	1	0
吉尔吉	1	0
割裂	1	0
举止	1	0
其时	1	0
掺上	1	0
砝码	1	0
印纹	1	0
无稽之谈	1	0
第二类	1	0
九百	1	0
有钱人	1	0
分南道	1	0
连同	1	0
大一统	1	0
知悉	1	0
文化交往	1	0
造成	1	0
旅行队	1	0
丰州	1	0
弟子	1	0
意	1	0
西面	1	0
华服	1	0
尊	1	0
熟知	1	0
难题	1	0
牢笼	1	0
铸币	1	0
环山	1	0
遣门	1	0
准噶尔盆地	1	0
世世	1	0
编于	1	0
玩意儿	1	0
长袍	1	0
可通	1	0
快信	1	0
彻底消除	1	0
Little	1	0
329	1	0
蛮舶	1	0
步行	1	0
1962	1	0
年代学	1	0
甬江	1	0
a	1	0
来去匆匆	1	0
俗	1	0
康居兵	1	0
土出	1	0
半透明	1	0
刺绣	1	0
有角	1	0
Arachosia	1	0
Minnagara	1	0
Kamboj	1	0
更热	1	0
造出	1	0
东邻	1	0
政权	1	0
备其	1	0
御碑	1	0
中游	1	0
近年	1	0
梨	1	0
Nationale	1	0
荒废	1	0
棉花布	1	0
其为	1	0
turquoise	1	0
阿达纳	1	0
以佛	1	0
经身	1	0
Century	1	0
大体	1	0
不速之客	1	0
多元性	1	0
滞留	1	0
木宫	1	0
Seric	1	0
拓土	1	0
贵重品	1	0
羁縻	1	0
衣物	1	0
翕	1	0
由此而来	1	0
幅	1	0
冒顿	1	0
东海岸	1	0
喜悦	1	0
Parsidai	1	0
广常	1	0
殖民地	1	0
写	1	0
逃脱	1	0
汉置	1	0
Scythians	1	0
τ	1	0
南安县	1	0
代之	1	0
比尔	1	0
Company	1	0
件	1	0
此设	1	0
置小长	1	0
其王	1	0
乾宁	1	0
转告	1	0
霸权	1	0
锦	1	0
后生	1	0
带头	1	0
汇报	1	0
贩回	1	0
麻线	1	0
侦察队	1	0
环城	1	0
E	1	0
日渐	1	0
1968	1	0
歌童	1	0
以上	1	0
Inscription	1	0
达成协议	1	0
拉夫	1	0
呼之欲出	1	0
各自为政	1	0
1872	1	0
当事人	1	0
十八	1	0
十余日	1	0
改	1	0
大修	1	0
元为	1	0
为始	1	0
第一阶段	1	0
晋江	1	0
阿尔马	1	0
东边	1	0
扬帆	1	0
自东	1	0
需时	1	0
此率	1	0
萨迦	1	0
最短	1	0
深圳晚报	1	0
湄公河	1	0
听说	1	0
1914	1	0
雕刻	1	0
再经	1	0
三佛	1	0
738	1	0
使于	1	0
皇室	1	0
行政长官	1	0
kushan	1	0
躯体	1	0
宝马	1	0
再往	1	0
喀布尔河	1	0
横	1	0
273	1	0
首登	1	0
Menander	1	0
尼	1	0
萨卜泽	1	0
索格底	1	0
淄博	1	0
成俗	1	0
主任	1	0
伏俟城	1	0
绣	1	0
靠近	1	0
撤离	1	0
办理	1	0
1976	1	0
十六年	1	0
设	1	0
孙毓棠	1	0
皮宗	1	0
初地	1	0
匹	1	0
很长	1	0
重礼	1	0
水道	1	0
设有	1	0
pepper	1	0
丝头	1	0
大帝	1	0
王莽	1	0
吻合	1	0
碰	1	0
外力	1	0
罕有	1	0
半停	1	0
伊	1	0
诞生	1	0
绸	1	0
各种各样	1	0
Through	1	0
明初	1	0
固然会	1	0
五县	1	0
施工工艺	1	0
叫做	1	0
军侯	1	0
Diodotus	1	0
合一	1	0
主导地位	1	0
Gilgit	1	0
Biblioth	1	0
显露出来	1	0
宋廷	1	0
Rabatak	1	0
先民	1	0
汉之绎	1	0
縣度者	1	0
一铜	1	0
二十八宿	1	0
蚕蛹	1	0
不禁	1	0
贵霜开	1	0
版上	1	0
盛满	1	0
三司	1	0
359	1	0
夹击	1	0
新华社	1	0
这时候	1	0
庄重	1	0
长距离	1	0
因其	1	0
染色	1	0
退回	1	0
大夫	1	0
陈寿	1	0
四通八达	1	0
诸果	1	0
班	1	0
不得已而为之	1	0
连接起来	1	0
石勒	1	0
滋扰	1	0
极有	1	0
附属	1	0
三省通	1	0
运销	1	0
沙面	1	0
笼络	1	0
祭海	1	0
105	1	0
奴伎	1	0
gold	1	0
地质学家	1	0
四川	1	0
正对着	1	0
迦	1	0
转为	1	0
畏战	1	0
之多	1	0
阶层	1	0
生气	1	0
少数	1	0
居异	1	0
万余匹	1	0
工人	1	0
乌孙国	1	0
金银财宝	1	0
兴贩	1	0
其余	1	0
锁定	1	0
馆	1	0
广州市	1	0
稍	1	0
一口	1	0
佐证	1	0
希罗多德	1	0
哈马丹	1	0
蓝	1	0
海域	1	0
古通	1	0
蚕虫	1	0
完备	1	0
艺人	1	0
on	1	0
对比	1	0
荒漠	1	0
各线路	1	0
和帝	1	0
碑铭	1	0
Wheeler	1	0
2913	1	0
泊于	1	0
一书	1	0
该是	1	0
沿袭	1	0
Ltd	1	0
1853	1	0
南面	1	0
纵览	1	0
平凉	1	0
激波	1	0
砖	1	0
可定	1	0
归来	1	0
元帅	1	0
墓中人	1	0
旁遮普	1	0
摸得着	1	0
全境	1	0
与此有关	1	0
沙州	1	0
出蛾	1	0
异域	1	0
时至会	1	0
11.34	1	0
时有	1	0
损坏	1	0
半通	1	0
传授给	1	0
祥伯著	1	0
唐装	1	0
Dhammika	1	0
多股丝	1	0
请罪	1	0
j	1	0
2912	1	0
属实	1	0
发端	1	0
弃船	1	0
梅岭	1	0
略取	1	0
旁边	1	0
摘下来	1	0
磉	1	0
不得	1	0
历史舞台	1	0
不但	1	0
商团	1	0
文献资料	1	0
延光	1	0
主线	1	0
招兵	1	0
而已	1	0
生姜	1	0
界定	1	0
京师	1	0
人力	1	0
奇怪的是	1	0
二度	1	0
石碑	1	0
闼	1	0
发展期	1	0
侨胝	1	0
中遍植	1	0
器具	1	0
香瓷	1	0
局部	1	0
一举	1	0
却说	1	0
准许	1	0
苦盏	1	0
经卷	1	0
胡犬则	1	0
成吉思汗	1	0
造型艺术	1	0
称呼	1	0
路程	1	0
应用	1	0
文化局	1	0
扮演	1	0
吠陀	1	0
令印	1	0
夫	1	0
Kanishka	1	0
归类	1	0
织	1	0
赵汝适	1	0
红其拉甫	1	0
随宜	1	0
野兽	1	0
齐及	1	0
婀娜多姿	1	0
加绣	1	0
所称	1	0
第二阶段	1	0
辣椒	1	0
光亮	1	0
专权	1	0
Mortimer	1	0
价廉物美	1	0
光武帝	1	0
三类	1	0
古读	1	0
羌	1	0
取经	1	0
兵器	1	0
返	1	0
自古	1	0
隐藏	1	0
水晶	1	0
定论	1	0
接待	1	0
北邻	1	0
障碍	1	0
风土人情	1	0
渤海	1	0
城市居民	1	0
早已	1	0
布尔萨	1	0
康居王	1	0
巷陌	1	0
古汉语	1	0
购置	1	0
延长	1	0
1978	1	0
长子	1	0
lazuli	1	0
不难看出	1	0
html	1	0
黄铜	1	0
德语	1	0
68	1	0
唇音	1	0
只知	1	0
232	1	0
之北	1	0
不太	1	0
以贵霜	1	0
马来西亚	1	0
战士	1	0
Laodiceia	1	0
反击	1	0
著述	1	0
这批	1	0
113	1	0
最南端	1	0
1926	1	0
飘逸	1	0
射击	1	0
反面	1	0
庆功会	1	0
赛利斯	1	0
勾勒	1	0
专指	1	0
克里克	1	0
几经周折	1	0
两路	1	0
纵横	1	0
北缘	1	0
CE	1	0
姜	1	0
诛	1	0
原始	1	0
南道合	1	0
荒原	1	0
吴兴	1	0
极致	1	0
东到	1	0
74	1	0
庾	1	0
贾市	1	0
江布尔	1	0
由南向北	1	0
侯	1	0
系统	1	0
无数	1	0
促使	1	0
有据	1	0
残宽	1	0
开往	1	0
不难	1	0
五星	1	0
无高	1	0
indigo	1	0
泉州市	1	0
赛斯	1	0
另据	1	0
良种	1	0
配给	1	0
读音	1	0
无雷	1	0
杜夫村	1	0
510	1	0
海神庙	1	0
弗林尼	1	0
PL	1	0
Hellenistic	1	0
而时	1	0
乞	1	0
自从	1	0
Demetrios	1	0
西欧各国	1	0
街巷	1	0
时通	1	0
载重	1	0
花塔	1	0
Hermaios	1	0
雅典	1	0
船底	1	0
王率兵	1	0
1154	1	0
遏制	1	0
澶	1	0
人种	1	0
彭贝	1	0
刘彻	1	0
388	1	0
之皮	1	0
喜	1	0
个舶	1	0
cotton	1	0
大佛	1	0
豢	1	0
子承父业	1	0
薄	1	0
s	1	0
献给	1	0
铜器	1	0
shell	1	0
探险队	1	0
现象	1	0
估计	1	0
厄	1	0
刺	1	0
送还	1	0
汉元鼎	1	0
泰尔	1	0
力不从心	1	0
群臣	1	0
奥秘	1	0
亚里士多德	1	0
美酒	1	0
德文	1	0
东境	1	0
带回	1	0
目睹	1	0
复原	1	0
绢画	1	0
寒冷	1	0
中载	1	0
波等	1	0
辨明	1	0
3888	1	0
途中	1	0
Trade	1	0
护辖地	1	0
王审知	1	0
Centuries	1	0
秦朝	1	0
君士坦丁	1	0
传示	1	0
焉	1	0
自秦	1	0
再有	1	0
朝圣	1	0
金银珠宝	1	0
渺无人烟	1	0
以防	1	0
所产	1	0
巴达	1	0
蕃客	1	0
First	1	0
封建	1	0
蚁集	1	0
桐城	1	0
年头	1	0
进兵	1	0
indi	1	0
直径	1	0
遂止	1	0
盘	1	0
101	1	0
两处	1	0
右端	1	0
平底船	1	0
十字军	1	0
瓷	1	0
1918	1	0
独立国家	1	0
马来半岛	1	0
org	1	0
之大	1	0
壳	1	0
多位	1	0
上扬	1	0
独占	1	0
β	1	0
远国	1	0
扩城	1	0
300	1	0
C14	1	0
设关	1	0
求其	1	0
Rock	1	0
截杀	1	0
印度人	1	0
布罗	1	0
拉马迪	1	0
当为	1	0
巴蜀	1	0
起航	1	0
commerce	1	0
地络丝	1	0
乱点	1	0
草木樨	1	0
89	1	0
真丝	1	0
攻占	1	0
渊源	1	0
搜查	1	0
贡奉	1	0
552	1	0
供	1	0
若羌县	1	0
戈船	1	0
一统	1	0
非遇	1	0
以问	1	0
384	1	0
墩	1	0
建武	1	0
保证	1	0
胡犬	1	0
龙泉窑	1	0
物产丰富	1	0
吴地	1	0
郁闷	1	0
建港	1	0
荔枝	1	0
转入	1	0
洪武	1	0
狮子	1	0
输往	1	0
并列	1	0
摩尼	1	0
达大秦	1	0
以战	1	0
Bombay	1	0
重走	1	0
太仓	1	0
963	1	0
凤翔	1	0
番学	1	0
带上	1	0
malabathrum	1	0
隐瞒	1	0
内为	1	0
98	1	0
委蒲寿庚	1	0
王所遣	1	0
十三年	1	0
暗地里	1	0
食物	1	0
欧洲各国	1	0
探险	1	0
上时	1	0
无论如何	1	0
褒葬于	1	0
孵化	1	0
蒲师	1	0
相引	1	0
纷纷	1	0
阿契美尼	1	0
Seidenstrassen	1	0
发育	1	0
内河航运	1	0
巡	1	0
秦代	1	0
易服	1	0
骞	1	0
惊讶	1	0
四明山	1	0
穿著	1	0
通于	1	0
附会	1	0
僧团	1	0
歌舞伎	1	0
中央集权	1	0
染料	1	0
吐	1	0
世纪之交	1	0
lapis	1	0
退至	1	0
Early	1	0
4750	1	0
Persis	1	0
提身	1	0
饲料	1	0
拙作	1	0
116	1	0
pearls	1	0
考订	1	0
不知所云	1	0
易主	1	0
VimaTaktu	1	0
主导	1	0
补充	1	0
野	1	0
擅番舶	1	0
关闭	1	0
Approach	1	0
善	1	0
光辉	1	0
White	1	0
台斯	1	0
三服	1	0
举世闻名	1	0
译名	1	0
角色	1	0
海商	1	0
很早	1	0
十八世纪	1	0
节度使	1	0
来朝	1	0
每	1	0
装	1	0
主人	1	0
Age	1	0
又称	1	0
四周	1	0
ι	1	0
脊背	1	0
舱壁	1	0
英文	1	0
costus	1	0
暗示	1	0
从马	1	0
York	1	0
衍生	1	0
斯图加特	1	0
718	1	0
雌黄	1	0
萨莱	1	0
所属	1	0
刻赤	1	0
挥师	1	0
新出土	1	0
仅剩	1	0
东夷	1	0
结束	1	0
条枝	1	0
kapisa	1	0
2.8	1	0
布哈里	1	0
突变	1	0
王国维	1	0
凋敝	1	0
他率	1	0
往西	1	0
黑釉器	1	0
十余年	1	0
叶为	1	0
妃子	1	0
有神	1	0
相聚	1	0
数百里	1	0
鲸鱼	1	0
风力	1	0
从塞人	1	0
诣	1	0
北进	1	0
线索	1	0
明州渐	1	0
三墩	1	0
想象	1	0
渡	1	0
赐予	1	0
原产	1	0
作兵	1	0
ed	1	0
手续	1	0
凯风	1	0
丝国	1	0
宁波市	1	0
时绝	1	0
相反	1	0
Stein	1	0
画中	1	0
附于	1	0
非明帝	1	0
甚壮	1	0
余个	1	0
唐宋时	1	0
濮	1	0
收取	1	0
余货财	1	0
Some	1	0
竹岗	1	0
Nemeless	1	0
吃水	1	0
科斯岛	1	0
可言	1	0
出嫁	1	0
班勇	1	0
驰	1	0
k	1	0
巴拉巴	1	0
Ipsos	1	0
粗	1	0
祭拜	1	0
皓白	1	0
乱	1	0
天险	1	0
依据	1	0
支路	1	0
gr	1	0
命令	1	0
忙碌	1	0
代为	1	0
欲通	1	0
沦为	1	0
1381	1	0
从未	1	0
东来	1	0
河床	1	0
开关	1	0
打算	1	0
必先	1	0
NHK	1	0
Kurtch	1	0
百余	1	0
白糖	1	0
四千八百	1	0
出南道	1	0
班梁	1	0
褐彩器	1	0
禁止	1	0
达姆	1	0
完美	1	0
帝君	1	0
其人	1	0
crude	1	0
契西翁	1	0
故里	1	0
金属	1	0
Carradice	1	0
斯特雷	1	0
威德	1	0
优于	1	0
师	1	0
Kore	1	0
帕达	1	0
奇货	1	0
自以	1	0
路途遥远	1	0
珍宝	1	0
祁连山	1	0
尾随	1	0
搜刮	1	0
复灭	1	0
西南夷	1	0
累石	1	0
能疾	1	0
广三州置	1	0
土著	1	0
由明州	1	0
复次	1	0
日益频繁	1	0
水旱	1	0
秘密	1	0
MuseumBulletin	1	0
巨贾	1	0
地峡	1	0
祸	1	0
古典作品	1	0
溪谷	1	0
荞	1	0
晚唐	1	0
忽略	1	0
春初	1	0
眼花缭乱	1	0
谜团	1	0
卢没国	1	0
游玩	1	0
榆林	1	0
宠物	1	0
有迹	1	0
驭手	1	0
玆	1	0
bdellium	1	0
Arachocia	1	0
两种	1	0
惹	1	0
singingboys	1	0
方舟	1	0
