token	specif
协商	-0.5797669200288935
核电站	-0.5797669200288935
立场	-0.5797669200288935
年份	-0.5797669200288935
摩托车	-0.5797669200288935
勘测	-0.5797669200288935
同塞西	-0.5797669200288935
一站	-0.5797669200288935
中标	-0.5797669200288935
万个	-0.5797669200288935
海关	-0.5797669200288935
富强	-0.5797669200288935
电信	-0.5797669200288935
缓解	-0.5797669200288935
发展部	-0.5797669200288935
董事长	-0.5797669200288935
例行	-0.5797669200288935
福利	-0.5797669200288935
矛盾	-0.5797669200288935
扩展	-0.5797669200288935
塔科特	-0.5797669200288935
怎么	-0.5797669200288935
搞好	-0.5797669200288935
品尝	-0.5797669200288935
不堪	-0.5797669200288935
克雷夫	-0.5797669200288935
烤面包	-0.5797669200288935
－	-0.5797669200288935
起步区	-0.5797669200288935
标准箱	-0.5797669200288935
融智	-0.5797669200288935
赋予	-0.5797669200288935
那磨	-0.5797669200288935
欢迎仪式	-0.5797669200288935
相融	-0.5797669200288935
亚太区	-0.5797669200288935
当初	-0.5797669200288935
上半年	-0.5797669200288935
工程建设	-0.5797669200288935
卡玛	-0.5797669200288935
建筑工程	-0.5797669200288935
呦	-0.5797669200288935
哈方	-0.5797669200288935
交而恶	-0.5797669200288935
专版	-0.5797669200288935
特色	-0.5797669200288935
开发权	-0.5797669200288935
点赞	-0.5797669200288935
门口	-0.5797669200288935
节省	-0.5797669200288935
许可证	-0.5797669200288935
水泥	-0.5797669200288935
协作	-0.5797669200288935
发达国家	-0.5797669200288935
个人	-0.5797669200288935
互惠	-0.5797669200288935
43.3%	-0.5797669200288935
技术培训	-0.5797669200288935
该港	-0.5797669200288935
金融体系	-0.5797669200288935
菜	-0.5797669200288935
推动者	-0.5797669200288935
锁国	-0.5797669200288935
行动指南	-0.5797669200288935
周边地区	-0.5797669200288935
核工业	-0.5797669200288935
较强	-0.5797669200288935
投标	-0.5797669200288935
被誉为	-0.5797669200288935
舟楫	-0.5797669200288935
蓬勃生机	-0.5797669200288935
举起	-0.5797669200288935
揭幕	-0.5797669200288935
牵起	-0.5797669200288935
任何人	-0.5797669200288935
人民大会堂	-0.5797669200288935
憧憬	-0.5797669200288935
结构	-0.5797669200288935
依旧	-0.5797669200288935
运量	-0.5797669200288935
亚欧大陆桥	-0.5797669200288935
两国政府	-0.5797669200288935
电力供应	-0.5797669200288935
3000	-0.5797669200288935
埃及政府	-0.5797669200288935
境内外	-0.5797669200288935
勐晖	-0.5797669200288935
层次	-0.5797669200288935
万人次	-0.5797669200288935
航测	-0.5797669200288935
咨询	-0.5797669200288935
转向	-0.5797669200288935
中兴	-0.5797669200288935
变革	-0.5797669200288935
3987	-0.5797669200288935
通关	-0.5797669200288935
这句	-0.5797669200288935
15.3%	-0.5797669200288935
装载量	-0.5797669200288935
而行	-0.5797669200288935
妥善解决	-0.5797669200288935
助理	-0.5797669200288935
运输部	-0.5797669200288935
领导小组	-0.5797669200288935
火车站	-0.5797669200288935
相闻	-0.5797669200288935
安惠侯	-0.5797669200288935
可圈可点	-0.5797669200288935
预期	-0.5797669200288935
筹建	-0.5797669200288935
潜能	-0.5797669200288935
至关重要	-0.5797669200288935
推广	-0.5797669200288935
一周	-0.5797669200288935
时速	-0.5797669200288935
三季度	-0.5797669200288935
1.2	-0.5797669200288935
西端	-0.5797669200288935
维和部队	-0.5797669200288935
丰硕成果	-0.5797669200288935
第五次	-0.5797669200288935
意识	-0.5797669200288935
意见	-0.5797669200288935
见面	-0.5797669200288935
演出	-0.5797669200288935
吴	-0.5797669200288935
托娃	-0.5797669200288935
前期工作	-0.5797669200288935
杨洁篪	-0.5797669200288935
独奏	-0.5797669200288935
第一年	-0.5797669200288935
撤侨	-0.5797669200288935
北斗	-0.5797669200288935
各个方面	-0.5797669200288935
把握	-0.5797669200288935
重申	-0.5797669200288935
修建	-0.5797669200288935
能源供应	-0.5797669200288935
效益	-0.5797669200288935
巴基斯坦政府	-0.5797669200288935
厂房	-0.5797669200288935
汇流	-0.5797669200288935
增长点	-0.5797669200288935
计利	-0.5797669200288935
从根本上	-0.5797669200288935
认同	-0.5797669200288935
书法	-0.5797669200288935
光明大道	-0.5797669200288935
多边合作	-0.5797669200288935
消息	-0.5797669200288935
拿督	-0.5797669200288935
换取	-0.5797669200288935
力图	-0.5797669200288935
也好	-0.5797669200288935
新城	-0.5797669200288935
共同愿望	-0.5797669200288935
高端	-0.5797669200288935
登上	-0.5797669200288935
摄	-0.5797669200288935
迈出	-0.5797669200288935
海外投资	-0.5797669200288935
合法权益	-0.5797669200288935
签	-0.5797669200288935
日晚	-0.5797669200288935
刺激	-0.5797669200288935
高速公路	-0.5797669200288935
长江三峡	-0.5797669200288935
如是	-0.5797669200288935
深圳	-0.5797669200288935
健康	-0.5797669200288935
中华	-0.5797669200288935
卫	-0.5797669200288935
充分利用	-0.5797669200288935
变电站	-0.5797669200288935
真纳	-0.5797669200288935
睦邻友好	-0.5797669200288935
萨巴吉	-0.5797669200288935
酝酿	-0.5797669200288935
相互合作	-0.5797669200288935
新闻媒体	-0.5797669200288935
炼化	-0.5797669200288935
上天	-0.5797669200288935
边	-0.5797669200288935
国会	-0.5797669200288935
出台	-0.5797669200288935
经验交流	-0.5797669200288935
感慨	-0.5797669200288935
新签	-0.5797669200288935
装机	-0.5797669200288935
叶海亚	-0.5797669200288935
C	-0.5797669200288935
迪拜	-0.5797669200288935
煤电	-0.5797669200288935
南南合作	-0.5797669200288935
客观	-0.5797669200288935
多项	-0.5797669200288935
举足轻重	-0.5797669200288935
该行	-0.5797669200288935
适应	-0.5797669200288935
年末	-0.5797669200288935
跟踪	-0.5797669200288935
冲突	-0.5797669200288935
来访	-0.5797669200288935
强音	-0.5797669200288935
营业额	-0.5797669200288935
长治久安	-0.5797669200288935
合计	-0.5797669200288935
渔村	-0.5797669200288935
里程碑	-0.5797669200288935
李克强	-0.5797669200288935
增速	-0.5797669200288935
树立	-0.5797669200288935
开幕	-0.5797669200288935
五海	-0.5797669200288935
拉动	-0.5797669200288935
里亚尔	-0.5797669200288935
对口	-0.5797669200288935
高温	-0.5797669200288935
】	-0.5797669200288935
板块	-0.5797669200288935
互设	-0.5797669200288935
重要讲话	-0.5797669200288935
气冷	-0.5797669200288935
形势严峻	-0.5797669200288935
战略意义	-0.5797669200288935
再生能源	-0.5797669200288935
政府部门	-0.5797669200288935
融资难	-0.5797669200288935
哈迪	-0.5797669200288935
所有人	-0.5797669200288935
点石成金	-0.5797669200288935
内外	-0.5797669200288935
福州	-0.5797669200288935
克隆技术	-0.5797669200288935
规格	-0.5797669200288935
承载	-0.5797669200288935
相亲	-0.5797669200288935
电工	-0.5797669200288935
当计	-0.5797669200288935
武契奇	-0.5797669200288935
憨	-0.5797669200288935
绘制	-0.5797669200288935
安全可靠	-0.5797669200288935
代表处	-0.5797669200288935
年内	-0.5797669200288935
积累	-0.5797669200288935
相应	-0.5797669200288935
【	-0.5797669200288935
多方面	-0.5797669200288935
2030	-0.5797669200288935
总装机	-0.5797669200288935
国际竞争	-0.5797669200288935
队	-0.5797669200288935
监管	-0.5797669200288935
中斯	-0.5797669200288935
五大洲	-0.5797669200288935
最近	-0.5797669200288935
欧元	-0.5797669200288935
上下游	-0.5797669200288935
力所能及	-0.5797669200288935
表达	-0.5797669200288935
预算	-0.5797669200288935
陈奕辉	-0.5797669200288935
低廉	-0.5797669200288935
厅	-0.5797669200288935
特定	-0.5797669200288935
西中	-0.5797669200288935
电视剧	-0.5797669200288935
抓紧	-0.5797669200288935
速度	-0.5797669200288935
运输线	-0.5797669200288935
不言而喻	-0.5797669200288935
渝	-0.5797669200288935
新欧	-0.5797669200288935
田琦	-0.5797669200288935
发债	-0.5797669200288935
基辅	-0.5797669200288935
短期	-0.5797669200288935
热	-0.5797669200288935
根本利益	-0.5797669200288935
王珂	-0.5797669200288935
时隔	-0.5797669200288935
贸易壁垒	-0.5797669200288935
看重	-0.5797669200288935
大大小小	-0.5797669200288935
共同提高	-0.5797669200288935
高虎城	-0.5797669200288935
余家	-0.5797669200288935
与其说是	-0.5797669200288935
亲诚惠容	-0.5797669200288935
纽卡斯尔	-0.5797669200288935
会长	-0.5797669200288935
相向	-0.5797669200288935
沈	-0.5797669200288935
广播电视	-0.5797669200288935
保险	-0.5797669200288935
新加坡国立大学	-0.5797669200288935
出货量	-0.5797669200288935
喜欢	-0.5797669200288935
给	-0.5585175872358258
16	-0.5585175872358258
商业	-0.5526152640770979
欧亚	-0.5526152640770979
边境	-0.5526152640770979
茶叶	-0.5526152640770979
最大	-0.5367002055277047
3	-0.5333739026662845
现在	-0.5164496445926208
逐步	-0.5164496445926208
阶段	-0.5164496445926208
古老	-0.5164496445926208
友谊	-0.5164496445926208
国	-0.49912353613364047
多	-0.4898507265262039
建立	-0.4894843458755064
软	-0.47853788608432285
一个个	-0.47853788608432285
网上	-0.47853788608432285
近日	-0.47853788608432285
两翼	-0.47853788608432285
二是	-0.47853788608432285
转变	-0.47853788608432285
总会	-0.47853788608432285
评价	-0.47853788608432285
工人	-0.47853788608432285
发布	-0.47853788608432285
宽	-0.47853788608432285
事实上	-0.47853788608432285
从未	-0.47853788608432285
一是	-0.47853788608432285
挑战	-0.47853788608432285
秩序	-0.47853788608432285
尼	-0.47853788608432285
应用	-0.47853788608432285
腹地	-0.47853788608432285
找到	-0.47853788608432285
接待	-0.47853788608432285
坚实	-0.47853788608432285
远东	-0.47853788608432285
东亚	-0.47853788608432285
主张	-0.47853788608432285
线路	-0.4682155237999408
方式	-0.4682155237999408
不是	-0.45093883590334405
如今	-0.45093883590334405
创造	-0.45093883590334405
关系	-0.4478470385920411
等	-0.4376286126815273
极大	-0.4336456033006795
延伸	-0.4336456033006795
距离	-0.4336456033006795
网站	-0.4336456033006795
重建	-0.4336456033006795
尽管	-0.4336456033006795
具备	-0.4336456033006795
周边	-0.4336456033006795
500	-0.4336456033006795
中央	-0.4336456033006795
先进	-0.4336456033006795
紧密	-0.4336456033006795
乃至	-0.40663882425566344
面临	-0.40663882425566344
古	-0.40663882425566344
便利	-0.40663882425566344
世界	-0.36235809394751817
人民	-0.3329908145078302
作为	-0.30421617369096904
为	-0.2971659467774823
兴趣	-0.28988094173560935
会上	-0.28988094173560935
正为	-0.28988094173560935
篇章	-0.28988094173560935
估算	-0.28988094173560935
填土	-0.28988094173560935
千里之行	-0.28988094173560935
多万	-0.28988094173560935
中国科技部	-0.28988094173560935
陈凤英	-0.28988094173560935
映日帆	-0.28988094173560935
微利	-0.28988094173560935
新一代	-0.28988094173560935
混凝土	-0.28988094173560935
餐饮	-0.28988094173560935
Place	-0.28988094173560935
必备	-0.28988094173560935
1623.3%	-0.28988094173560935
古文明	-0.28988094173560935
116.2	-0.28988094173560935
工商界	-0.28988094173560935
产茶	-0.28988094173560935
问好	-0.28988094173560935
知识	-0.28988094173560935
贝尔格莱德	-0.28988094173560935
审核	-0.28988094173560935
倍增	-0.28988094173560935
图景	-0.28988094173560935
深冬	-0.28988094173560935
间歇性	-0.28988094173560935
适用技术	-0.28988094173560935
服饰	-0.28988094173560935
配置	-0.28988094173560935
深厚	-0.28988094173560935
维度	-0.28988094173560935
大圣	-0.28988094173560935
大大提高	-0.28988094173560935
戏剧	-0.28988094173560935
市场化	-0.28988094173560935
幸福感	-0.28988094173560935
剪彩	-0.28988094173560935
550	-0.28988094173560935
不断扩大	-0.28988094173560935
磨丁至	-0.28988094173560935
诚	-0.28988094173560935
35.4	-0.28988094173560935
多人	-0.28988094173560935
280	-0.28988094173560935
国土面积	-0.28988094173560935
期望	-0.28988094173560935
无从谈起	-0.28988094173560935
任重道远	-0.28988094173560935
对埃中	-0.28988094173560935
中西部	-0.28988094173560935
全国人大常委会	-0.28988094173560935
彼此之间	-0.28988094173560935
送入	-0.28988094173560935
设计方案	-0.28988094173560935
阿克	-0.28988094173560935
业内	-0.28988094173560935
同萨	-0.28988094173560935
绝大部分	-0.28988094173560935
证书	-0.28988094173560935
欣	-0.28988094173560935
具体情况	-0.28988094173560935
符合国际	-0.28988094173560935
利国	-0.28988094173560935
高峰	-0.28988094173560935
据介绍	-0.28988094173560935
县	-0.28988094173560935
结伴同行	-0.28988094173560935
边走边谈	-0.28988094173560935
加强团结	-0.28988094173560935
报关	-0.28988094173560935
援外	-0.28988094173560935
詹森	-0.28988094173560935
0.27	-0.28988094173560935
货柜	-0.28988094173560935
划定	-0.28988094173560935
顺畅	-0.28988094173560935
詹姆斯	-0.28988094173560935
议定书	-0.28988094173560935
实质	-0.28988094173560935
前列	-0.28988094173560935
日趋完善	-0.28988094173560935
文化产业	-0.28988094173560935
最高级别	-0.28988094173560935
姆	-0.28988094173560935
大漠	-0.28988094173560935
加油打气	-0.28988094173560935
内阁	-0.28988094173560935
第一位	-0.28988094173560935
年度	-0.28988094173560935
图共赢	-0.28988094173560935
双园	-0.28988094173560935
产业群	-0.28988094173560935
社科院	-0.28988094173560935
区内	-0.28988094173560935
125.4	-0.28988094173560935
余名	-0.28988094173560935
巴尔干地区	-0.28988094173560935
乌法	-0.28988094173560935
恰逢	-0.28988094173560935
靠港	-0.28988094173560935
非核	-0.28988094173560935
性别	-0.28988094173560935
外媒	-0.28988094173560935
稿件	-0.28988094173560935
负责同志	-0.28988094173560935
影视节目	-0.28988094173560935
RCEP	-0.28988094173560935
工程技术	-0.28988094173560935
呼应	-0.28988094173560935
研发	-0.28988094173560935
倡导者	-0.28988094173560935
处置	-0.28988094173560935
魏建青	-0.28988094173560935
误解	-0.28988094173560935
基	-0.28988094173560935
共谋	-0.28988094173560935
至磨	-0.28988094173560935
滚滚而来	-0.28988094173560935
星云	-0.28988094173560935
东盟自由贸易区	-0.28988094173560935
恪守	-0.28988094173560935
图拉	-0.28988094173560935
遇上	-0.28988094173560935
宗教政策	-0.28988094173560935
发展前景	-0.28988094173560935
41%	-0.28988094173560935
一环	-0.28988094173560935
产品价格	-0.28988094173560935
立志	-0.28988094173560935
首相	-0.28988094173560935
公开	-0.28988094173560935
夏姆斯	-0.28988094173560935
条约	-0.28988094173560935
崇高	-0.28988094173560935
搭乘	-0.28988094173560935
长足进展	-0.28988094173560935
红高粱	-0.28988094173560935
蓬勃	-0.28988094173560935
牢牢	-0.28988094173560935
安身立命	-0.28988094173560935
王优玲	-0.28988094173560935
另据报道	-0.28988094173560935
孔子	-0.28988094173560935
种族	-0.28988094173560935
十几年来	-0.28988094173560935
活	-0.28988094173560935
寸草不生	-0.28988094173560935
技能	-0.28988094173560935
商业银行	-0.28988094173560935
忘	-0.28988094173560935
重要性	-0.28988094173560935
一天	-0.28988094173560935
湖北	-0.28988094173560935
贷款额	-0.28988094173560935
红包	-0.28988094173560935
高速路	-0.28988094173560935
游	-0.28988094173560935
瓦西	-0.28988094173560935
高歌	-0.28988094173560935
奉行	-0.28988094173560935
雄心勃勃	-0.28988094173560935
谴责	-0.28988094173560935
出镜率	-0.28988094173560935
低于	-0.28988094173560935
世界卫生组织	-0.28988094173560935
跃升	-0.28988094173560935
多式	-0.28988094173560935
传输	-0.28988094173560935
值得称颂	-0.28988094173560935
开市	-0.28988094173560935
算数	-0.28988094173560935
一座座	-0.28988094173560935
互助	-0.28988094173560935
这片	-0.28988094173560935
专题研讨	-0.28988094173560935
赛跑	-0.28988094173560935
之所系	-0.28988094173560935
跟随	-0.28988094173560935
坎康	-0.28988094173560935
深造	-0.28988094173560935
成效显著	-0.28988094173560935
协奏曲	-0.28988094173560935
侵略	-0.28988094173560935
相辅相成	-0.28988094173560935
2002	-0.28988094173560935
亿多	-0.28988094173560935
新起点	-0.28988094173560935
列队欢迎	-0.28988094173560935
渐近	-0.28988094173560935
基因	-0.28988094173560935
掀起	-0.28988094173560935
林业	-0.28988094173560935
按钮	-0.28988094173560935
托塔	-0.28988094173560935
贫富差距	-0.28988094173560935
巴勒斯坦国	-0.28988094173560935
通车	-0.28988094173560935
迎候	-0.28988094173560935
早晨	-0.28988094173560935
表面	-0.28988094173560935
赢来	-0.28988094173560935
告别	-0.28988094173560935
生产性	-0.28988094173560935
体验	-0.28988094173560935
深谈	-0.28988094173560935
滋生	-0.28988094173560935
弗朗西斯	-0.28988094173560935
王先生	-0.28988094173560935
一致	-0.28988094173560935
抓	-0.28988094173560935
税收政策	-0.28988094173560935
看似	-0.28988094173560935
资本金	-0.28988094173560935
青海省循化撒拉族自治县	-0.28988094173560935
撒拉族	-0.28988094173560935
投入使用	-0.28988094173560935
里兹万	-0.28988094173560935
不管	-0.28988094173560935
亮点	-0.28988094173560935
争取	-0.28988094173560935
灌溉	-0.28988094173560935
安东	-0.28988094173560935
需先	-0.28988094173560935
世界潮流	-0.28988094173560935
货车	-0.28988094173560935
难处	-0.28988094173560935
离港	-0.28988094173560935
供货	-0.28988094173560935
意向	-0.28988094173560935
首站	-0.28988094173560935
百家	-0.28988094173560935
堵塞	-0.28988094173560935
布点	-0.28988094173560935
3.1	-0.28988094173560935
赛义德	-0.28988094173560935
干劲儿	-0.28988094173560935
拉美地区	-0.28988094173560935
拉瓦尔	-0.28988094173560935
皮沃	-0.28988094173560935
通知	-0.28988094173560935
金融市场	-0.28988094173560935
非凡	-0.28988094173560935
几何级数	-0.28988094173560935
创业	-0.28988094173560935
印记	-0.28988094173560935
张青	-0.28988094173560935
惠	-0.28988094173560935
万千	-0.28988094173560935
两国及	-0.28988094173560935
萨义德	-0.28988094173560935
建党	-0.28988094173560935
号角	-0.28988094173560935
澳洲	-0.28988094173560935
一切顺利	-0.28988094173560935
民心工程	-0.28988094173560935
产业布局	-0.28988094173560935
航班	-0.28988094173560935
夏季	-0.28988094173560935
古建筑	-0.28988094173560935
渐热	-0.28988094173560935
域	-0.28988094173560935
地面站	-0.28988094173560935
理论	-0.28988094173560935
开挖	-0.28988094173560935
授人	-0.28988094173560935
1401	-0.28988094173560935
载人	-0.28988094173560935
德鲁	-0.28988094173560935
填海造地	-0.28988094173560935
过度	-0.28988094173560935
一整天	-0.28988094173560935
谁	-0.28988094173560935
红利	-0.28988094173560935
一流	-0.28988094173560935
鲍里	-0.28988094173560935
伊斯兰会议组织	-0.28988094173560935
三号	-0.28988094173560935
因子	-0.28988094173560935
出演	-0.28988094173560935
70%	-0.28988094173560935
陡增	-0.28988094173560935
多边贸易	-0.28988094173560935
亚丁湾	-0.28988094173560935
通电	-0.28988094173560935
下身	-0.28988094173560935
舞台	-0.28988094173560935
玉溪	-0.28988094173560935
乌铁	-0.28988094173560935
营造	-0.28988094173560935
电源	-0.28988094173560935
干扰	-0.28988094173560935
性质	-0.28988094173560935
新西兰	-0.28988094173560935
铺平	-0.28988094173560935
检阅台	-0.28988094173560935
中文系	-0.28988094173560935
紧紧围绕	-0.28988094173560935
场分	-0.28988094173560935
扣押	-0.28988094173560935
该项	-0.28988094173560935
同希方	-0.28988094173560935
代理人	-0.28988094173560935
和平共处	-0.28988094173560935
苏伊士湾	-0.28988094173560935
台长	-0.28988094173560935
特许	-0.28988094173560935
心	-0.28988094173560935
845	-0.28988094173560935
印发	-0.28988094173560935
联合体	-0.28988094173560935
费用	-0.28988094173560935
乘车	-0.28988094173560935
港同	-0.28988094173560935
领先	-0.28988094173560935
落到	-0.28988094173560935
一帧	-0.28988094173560935
陈设	-0.28988094173560935
干旱地区	-0.28988094173560935
跨国企业	-0.28988094173560935
前沿	-0.28988094173560935
疑虑	-0.28988094173560935
党宇婷	-0.28988094173560935
巴耶夫	-0.28988094173560935
封闭式	-0.28988094173560935
消化	-0.28988094173560935
磨	-0.28988094173560935
位	-0.28988094173560935
避免	-0.28988094173560935
不受	-0.28988094173560935
迫切希望	-0.28988094173560935
铁路线	-0.28988094173560935
普惠	-0.28988094173560935
美国公司	-0.28988094173560935
交通部长	-0.28988094173560935
27%	-0.28988094173560935
高速	-0.28988094173560935
供应方	-0.28988094173560935
利好	-0.28988094173560935
吃	-0.28988094173560935
伊本	-0.28988094173560935
首善	-0.28988094173560935
阿巴德	-0.28988094173560935
厅长	-0.28988094173560935
三互	-0.28988094173560935
首期	-0.28988094173560935
景区	-0.28988094173560935
首份	-0.28988094173560935
旱作	-0.28988094173560935
石柱	-0.28988094173560935
财政部	-0.28988094173560935
祥	-0.28988094173560935
委副	-0.28988094173560935
争霸	-0.28988094173560935
拉美	-0.28988094173560935
沃尔西	-0.28988094173560935
城外	-0.28988094173560935
31.74	-0.28988094173560935
保加利亚	-0.28988094173560935
冷战	-0.28988094173560935
17%	-0.28988094173560935
148	-0.28988094173560935
每月	-0.28988094173560935
财政金融	-0.28988094173560935
视野	-0.28988094173560935
西气东	-0.28988094173560935
空白点	-0.28988094173560935
踏访	-0.28988094173560935
一张	-0.28988094173560935
阿比	-0.28988094173560935
用力	-0.28988094173560935
落入	-0.28988094173560935
筹备组	-0.28988094173560935
吉木乃	-0.28988094173560935
刘慧晏	-0.28988094173560935
试探性	-0.28988094173560935
陈俊锋	-0.28988094173560935
拉响	-0.28988094173560935
批准	-0.28988094173560935
150.02%	-0.28988094173560935
里面	-0.28988094173560935
分歧	-0.28988094173560935
会派	-0.28988094173560935
海陆空	-0.28988094173560935
实惠	-0.28988094173560935
长鲸息	-0.28988094173560935
导航系统	-0.28988094173560935
粮食安全	-0.28988094173560935
落实工作	-0.28988094173560935
韩文	-0.28988094173560935
催化剂	-0.28988094173560935
开国	-0.28988094173560935
一花独放	-0.28988094173560935
照进	-0.28988094173560935
这篇	-0.28988094173560935
能照	-0.28988094173560935
叠加	-0.28988094173560935
南欧	-0.28988094173560935
美食	-0.28988094173560935
初现	-0.28988094173560935
配额	-0.28988094173560935
触手可及	-0.28988094173560935
白俄罗斯	-0.28988094173560935
纯熟	-0.28988094173560935
白天	-0.28988094173560935
日于	-0.28988094173560935
刻意追求	-0.28988094173560935
直辖市	-0.28988094173560935
内部事务	-0.28988094173560935
疆场	-0.28988094173560935
会展	-0.28988094173560935
聘用	-0.28988094173560935
雷	-0.28988094173560935
大自然	-0.28988094173560935
中国共产党	-0.28988094173560935
遣返	-0.28988094173560935
远远不够	-0.28988094173560935
黄小	-0.28988094173560935
下车	-0.28988094173560935
第二天	-0.28988094173560935
舞蹈	-0.28988094173560935
巴国	-0.28988094173560935
做强	-0.28988094173560935
软件业	-0.28988094173560935
人才培养	-0.28988094173560935
大沃	-0.28988094173560935
李显龙	-0.28988094173560935
缺电	-0.28988094173560935
波动	-0.28988094173560935
标志物	-0.28988094173560935
建营	-0.28988094173560935
国别	-0.28988094173560935
实际困难	-0.28988094173560935
装满	-0.28988094173560935
研究会	-0.28988094173560935
1.9	-0.28988094173560935
诸个	-0.28988094173560935
36.7%	-0.28988094173560935
明年	-0.28988094173560935
本土化	-0.28988094173560935
快速路	-0.28988094173560935
晚宴	-0.28988094173560935
一棵	-0.28988094173560935
适用	-0.28988094173560935
接口	-0.28988094173560935
贫困	-0.28988094173560935
残酷	-0.28988094173560935
训练	-0.28988094173560935
四是	-0.28988094173560935
发布公告	-0.28988094173560935
万隆会议	-0.28988094173560935
商业性	-0.28988094173560935
巴基斯坦人民党	-0.28988094173560935
同台	-0.28988094173560935
宋元	-0.28988094173560935
某种	-0.28988094173560935
48.3	-0.28988094173560935
田原	-0.28988094173560935
平整	-0.28988094173560935
16.5	-0.28988094173560935
独立自主	-0.28988094173560935
供电	-0.28988094173560935
张曦	-0.28988094173560935
午宴	-0.28988094173560935
尽全力	-0.28988094173560935
四分之一	-0.28988094173560935
石岩	-0.28988094173560935
大有	-0.28988094173560935
竭尽所能	-0.28988094173560935
环球	-0.28988094173560935
医疗卫生	-0.28988094173560935
红红火火	-0.28988094173560935
逆势	-0.28988094173560935
八方	-0.28988094173560935
奋斗目标	-0.28988094173560935
物业	-0.28988094173560935
铁建	-0.28988094173560935
无声	-0.28988094173560935
风光	-0.28988094173560935
中联部	-0.28988094173560935
高管	-0.28988094173560935
异国	-0.28988094173560935
常态	-0.28988094173560935
许通美	-0.28988094173560935
找出	-0.28988094173560935
惠民	-0.28988094173560935
感动	-0.28988094173560935
重大成果	-0.28988094173560935
盛震东	-0.28988094173560935
什叶派	-0.28988094173560935
殖民	-0.28988094173560935
多极化	-0.28988094173560935
裨益	-0.28988094173560935
信任	-0.28988094173560935
六分之一	-0.28988094173560935
贡献奖	-0.28988094173560935
国际风云	-0.28988094173560935
海法	-0.28988094173560935
战略目标	-0.28988094173560935
一刀切	-0.28988094173560935
轮船	-0.28988094173560935
新浪潮	-0.28988094173560935
陈占杰	-0.28988094173560935
团结一致	-0.28988094173560935
权	-0.28988094173560935
高度评价	-0.28988094173560935
大连港	-0.28988094173560935
一串	-0.28988094173560935
会面	-0.28988094173560935
两者	-0.28988094173560935
全系列	-0.28988094173560935
企业家	-0.28988094173560935
供职	-0.28988094173560935
北京科技大学管理学院	-0.28988094173560935
国间	-0.28988094173560935
昆明	-0.28988094173560935
通达	-0.28988094173560935
刘禹锡	-0.28988094173560935
拉尔斯	-0.28988094173560935
文化背景	-0.28988094173560935
核燃料	-0.28988094173560935
张志文	-0.28988094173560935
半球	-0.28988094173560935
安全观	-0.28988094173560935
总量	-0.28988094173560935
发放	-0.28988094173560935
卡里	-0.28988094173560935
西伯利亚地区	-0.28988094173560935
舆情	-0.28988094173560935
海内外	-0.28988094173560935
渐行	-0.28988094173560935
找准	-0.28988094173560935
越做越	-0.28988094173560935
协同效应	-0.28988094173560935
大有作为	-0.28988094173560935
12.68%	-0.28988094173560935
联席会议	-0.28988094173560935
心情	-0.28988094173560935
以鱼	-0.28988094173560935
联	-0.28988094173560935
政务	-0.28988094173560935
廊	-0.28988094173560935
参考	-0.28988094173560935
具体表现	-0.28988094173560935
缺口	-0.28988094173560935
中车	-0.28988094173560935
京	-0.28988094173560935
最大化	-0.28988094173560935
加强指导	-0.28988094173560935
儒学	-0.28988094173560935
闭幕	-0.28988094173560935
亚太经济	-0.28988094173560935
革命	-0.28988094173560935
滩涂	-0.28988094173560935
宿亮	-0.28988094173560935
自治区	-0.28988094173560935
既定目标	-0.28988094173560935
战略性	-0.28988094173560935
分批	-0.28988094173560935
最受	-0.28988094173560935
使埃中	-0.28988094173560935
农林业	-0.28988094173560935
交建	-0.28988094173560935
8%	-0.28988094173560935
出口商	-0.28988094173560935
更广	-0.28988094173560935
料	-0.28988094173560935
埃方	-0.28988094173560935
团结合作	-0.28988094173560935
7%	-0.28988094173560935
卡梅伦	-0.28988094173560935
之真	-0.28988094173560935
交通网络	-0.28988094173560935
阅读	-0.28988094173560935
！	-0.28988094173560935
租地	-0.28988094173560935
文化周	-0.28988094173560935
迫切需要	-0.28988094173560935
铁哥们	-0.28988094173560935
吃不消	-0.28988094173560935
下滑	-0.28988094173560935
科技成果	-0.28988094173560935
拉近	-0.28988094173560935
构成威胁	-0.28988094173560935
结构性	-0.28988094173560935
免亏	-0.28988094173560935
2017	-0.28988094173560935
上银幕	-0.28988094173560935
永年	-0.28988094173560935
GDP	-0.28988094173560935
诗人	-0.28988094173560935
工程进度	-0.28988094173560935
难忘	-0.28988094173560935
程序	-0.28988094173560935
挥锨	-0.28988094173560935
川流不息	-0.28988094173560935
架次	-0.28988094173560935
首要任务	-0.28988094173560935
添上	-0.28988094173560935
流通	-0.28988094173560935
宁夏	-0.28988094173560935
六成	-0.28988094173560935
利用效率	-0.28988094173560935
筹码	-0.28988094173560935
关上	-0.28988094173560935
认定	-0.28988094173560935
哈中	-0.28988094173560935
长途跋涉	-0.28988094173560935
符号	-0.28988094173560935
政治派别	-0.28988094173560935
匈中	-0.28988094173560935
邱	-0.28988094173560935
能源开发	-0.28988094173560935
始于足下	-0.28988094173560935
发扬光大	-0.28988094173560935
乏善可陈	-0.28988094173560935
努力实现	-0.28988094173560935
马明良	-0.28988094173560935
乌将	-0.28988094173560935
声声	-0.28988094173560935
汇丰银行	-0.28988094173560935
新途径	-0.28988094173560935
